OID_,TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,TRAN_JB,TRAN_HH,COMP_AUTO,COMP_TRAN,AUTO_JB_WT,AUTO_HH_WT,TRAN_JB_WT,TRAN_HH_WT
,36,30036,108.840000000000003,316.399999999999977,59.600000000000001,44870,36511,3869,2740,44009,3753,14196975,2176072,1224240,163321
,37,30037,78.900000000000006,90.000000000000000,194.400000000000006,47392,38223,2896,2204,42180,2503,4265236,7430469,260659,428380
,38,30038,118.120000000000005,338.600000000000023,256.399999999999977,46066,37323,3929,2787,43305,3568,15598023,9569697,1330201,714460
,39,30039,257.170000000000016,225.599999999999994,247.000000000000000,42592,34614,1846,1343,39398,1645,9608662,8549731,416515,331772
,40,30040,56.630000000000003,179.000000000000000,202.800000000000011,45950,37376,3758,2776,42448,3357,8225114,7579869,672636,563062
,41,30041,54.369999999999997,137.000000000000000,8.900000000000000,42901,34947,2385,1772,42598,2362,5877501,311026,326786,15770
,42,30042,64.040000000000006,200.400000000000006,156.699999999999989,45707,37202,3847,3102,42961,3607,9159646,5829489,770990,486009
,43,30043,64.209999999999994,165.199999999999989,13.300000000000001,42245,34431,2576,1913,41879,2545,6978871,457930,425598,25448
,44,30044,42.719999999999999,115.799999999999997,688.799999999999955,43860,35646,3500,3036,37421,3136,5078999,24552739,405278,2091239
,45,30045,43.530000000000001,63.500000000000000,16.000000000000000,44950,36610,2287,1847,43840,2228,2854328,585755,145201,29554
,46,30046,72.920000000000002,196.300000000000011,814.899999999999977,45474,36938,2948,2787,39356,2833,8926613,30100613,578723,2271129
,47,30047,75.010000000000005,168.199999999999989,164.900000000000006,46153,37674,1984,1739,42981,1892,7762943,6212524,333672,286818
,48,30048,31.609999999999999,96.700000000000003,5.200000000000000,42084,34239,0,0,41835,0,4069554,178045,0,0
,49,30049,76.400000000000006,270.000000000000000,3.400000000000000,40620,33158,1463,1087,40564,1460,10967505,112737,394910,3695
,50,30050,31.960000000000001,85.599999999999994,4.600000000000000,39269,32090,0,0,39041,0,3361426,147615,0,0
,51,30051,54.170000000000002,150.400000000000006,4.800000000000000,37829,30993,0,0,37699,0,5689547,148764,0,0
,52,30052,62.250000000000000,150.099999999999994,66.799999999999997,42103,34340,1147,944,40446,1104,6319625,2293921,172215,63067
,53,30053,78.650000000000006,166.300000000000011,9.400000000000000,41756,34142,0,0,41502,0,6944012,320938,0,0
,54,30054,45.979999999999997,97.599999999999994,67.599999999999994,43817,35708,1261,1009,41409,1186,4276520,2413836,123092,68242
,55,30055,35.710000000000001,41.299999999999997,6.800000000000000,45446,37136,0,0,44688,0,1876939,252522,0,0
,56,30056,339.170000000000016,82.599999999999994,189.400000000000006,42654,35005,0,0,38195,0,3523231,6629977,0,0
,57,30057,238.460000000000008,157.500000000000000,238.500000000000000,59295,47663,0,0,53712,0,9338916,11367743,0,0
,58,30058,247.939999999999998,233.800000000000011,593.200000000000045,54958,44249,861,639,48454,726,12849136,26248617,201232,379165
,59,30059,188.870000000000005,218.800000000000011,0.000000000000000,52620,42298,0,0,52620,0,11513271,0,0,0
,60,30060,195.740000000000009,296.699999999999989,0.000000000000000,48087,38889,750,613,48087,750,14267487,0,222571,0
,61,30061,230.259999999999991,0.000000000000000,172.000000000000000,53314,43050,0,0,43050,0,0,7404597,0,0
,62,30062,47.719999999999999,100.200000000000003,128.400000000000006,48960,39640,2097,1515,44872,1842,4905750,5089726,210149,194577
,63,30063,45.439999999999998,44.100000000000001,663.399999999999977,52380,42284,2512,2081,43277,2123,2309952,28051349,110791,1380450
,64,30064,77.579999999999998,229.699999999999989,874.799999999999955,46690,37739,3172,2618,40434,2785,10724776,33013856,728598,2289968
,65,30065,34.640000000000001,22.100000000000001,176.400000000000006,51123,41416,3050,2226,43071,2367,1129811,7305794,67394,392710
,66,30066,97.750000000000000,271.000000000000000,69.799999999999997,45928,37433,4094,2859,44775,3927,12446436,2612823,1109507,199576
,67,30067,88.379999999999995,285.399999999999977,123.799999999999997,49805,40461,1899,1534,47851,1823,14214385,5009026,542062,189936
,68,30068,75.150000000000006,210.500000000000000,106.500000000000000,53100,43148,3175,2429,50754,2999,11177653,4595212,668354,258724
,69,30069,85.379999999999995,225.599999999999994,210.900000000000006,51729,42035,3609,2678,48210,3271,11670106,8865116,814188,564865
,70,30070,346.269999999999982,700.399999999999977,1206.599999999999909,59346,48265,2288,1946,53670,2113,41566240,58236196,1602853,2347567
,71,30071,198.150000000000006,588.500000000000000,676.700000000000045,56310,45999,3670,2967,52061,3380,33138327,31127578,2159548,2008069
,72,30072,57.420000000000002,142.000000000000000,108.200000000000003,51038,41689,4082,3003,48073,3740,7247361,4510745,579684,324933
,73,30073,57.770000000000003,28.199999999999999,107.099999999999994,46555,37994,2340,1841,40577,1991,1312857,4069188,65993,197123
,74,30074,56.130000000000003,89.500000000000000,76.200000000000003,45526,37179,1258,962,42674,1157,4074598,2833044,112579,73326
,75,30075,51.310000000000002,145.800000000000011,183.599999999999994,50979,41766,2971,2351,46978,2702,7432776,7668294,433193,431636
,76,30076,52.469999999999999,170.400000000000006,44.200000000000003,48888,40091,2059,1586,47687,1994,8330521,1772028,350836,70096
,77,30077,40.390000000000001,105.200000000000003,22.399999999999999,47787,39179,1398,1094,46798,1363,5027243,877607,147039,24495
,78,30078,101.430000000000007,9.100000000000000,0.000000000000000,44418,36369,0,0,44418,0,404200,0,0,0
,79,30079,334.149999999999977,286.100000000000023,629.799999999999955,49894,40959,1826,1621,44774,1709,14274798,25796049,522479,1020852
,80,30080,218.949999999999989,82.700000000000003,0.000000000000000,53794,44154,0,0,53794,0,4448746,0,0,0
,81,30081,113.799999999999997,0.000000000000000,269.699999999999989,61700,50166,3658,3155,50166,3155,0,13529872,0,851016
,82,30082,53.090000000000003,319.399999999999977,303.000000000000000,58688,47964,4883,3994,54758,4557,18744830,14532959,1559683,1210255
,83,30083,244.479999999999990,82.700000000000003,527.100000000000023,59509,48538,2657,2257,50784,2339,4921355,25584485,219719,1189609
,84,30084,232.509999999999991,142.000000000000000,348.399999999999977,52686,43577,2676,2555,47227,2604,7481374,15182311,380021,890284
,85,30085,198.229999999999990,184.099999999999994,293.300000000000011,56081,46691,2130,2029,51455,2080,10324559,13694436,392076,595119
,86,30086,109.480000000000004,138.599999999999994,0.000000000000000,56457,46373,0,0,56457,0,7824878,0,0,0
,87,30087,205.870000000000005,132.400000000000006,16.100000000000001,58212,47985,927,1016,57506,933,7707208,772556,122704,16353
,88,30088,184.340000000000003,227.599999999999994,164.400000000000006,58963,48995,2394,2598,55916,2457,13419970,8054850,544976,427068
,89,30089,58.409999999999997,75.200000000000003,144.800000000000011,54472,44847,3608,3285,49275,3434,4096315,6493908,271348,475701
,90,30090,140.580000000000013,180.000000000000000,155.699999999999989,52951,43793,2887,2739,49789,2836,9531186,6818567,519598,426538
,91,30091,181.780000000000001,260.600000000000023,43.299999999999997,54956,45754,2064,2162,54110,2073,14321580,1981128,537773,93604
,92,30092,111.310000000000002,210.599999999999994,59.200000000000003,56732,47311,2492,2398,55354,2478,11947828,2800841,524889,141934
,93,30093,56.880000000000003,158.099999999999994,76.000000000000000,60318,50278,2995,3047,58043,3007,9536272,3821159,473483,231590
,94,30094,47.229999999999997,0.000000000000000,0.000000000000000,66906,55120,0,0,0,0,0,0,0,0
,95,30095,116.719999999999999,119.000000000000000,4.800000000000000,65866,54343,1433,1561,65590,1436,7838063,260848,170573,7495
,96,30096,151.300000000000011,227.099999999999994,76.900000000000006,64088,53533,3173,3269,62282,3190,14554331,4116703,720599,251416
,97,30097,169.139999999999986,285.699999999999989,80.500000000000000,61510,51304,2490,2624,60014,2510,17573540,4129975,711394,211194
,98,30098,107.239999999999995,0.000000000000000,0.000000000000000,64258,52940,0,0,0,0,0,0,0,0
,99,30099,195.099999999999994,200.099999999999994,18.100000000000001,62428,51719,1207,1298,61868,1212,12491813,936118,241523,23497
,100,30100,98.769999999999996,119.400000000000006,19.300000000000001,66885,55883,2556,2835,65898,2581,7986086,1078549,305216,54720
,101,30101,196.110000000000014,258.199999999999989,64.099999999999994,66046,55226,2352,2590,64623,2384,17052966,3539957,607403,166005
,102,30102,55.079999999999998,0.000000000000000,0.000000000000000,77449,63827,0,0,0,0,0,0,0,0
,103,30103,95.609999999999999,0.000000000000000,0.000000000000000,69269,57500,943,1121,0,0,0,0,0,0
,104,30104,89.620000000000005,197.500000000000000,0.000000000000000,70258,58598,2368,2639,70258,2368,13875948,0,467682,0
,105,30105,138.830000000000013,24.199999999999999,0.000000000000000,79991,65560,0,0,79991,0,1935789,0,0,0
,106,30106,174.889999999999986,48.200000000000003,0.000000000000000,76138,62821,797,960,76138,797,3669850,0,38413,0
,107,30107,205.050000000000011,62.700000000000003,0.000000000000000,71047,59307,1820,2090,71047,1820,4454625,0,114087,0
,108,30108,140.879999999999995,54.600000000000001,2.300000000000000,73326,61171,2663,3037,73021,2673,4003580,140693,145419,6985
,109,30109,89.579999999999998,6.400000000000000,122.900000000000006,88686,72455,0,0,73733,0,567593,8904742,0,0
,110,30110,107.659999999999997,26.300000000000001,27.600000000000001,84120,68979,989,1136,78213,1047,2212347,1903834,26022,31359
,111,30111,104.180000000000007,30.000000000000000,26.699999999999999,78407,64974,2554,2809,73682,2643,2352206,1734802,76609,74998
,112,30112,70.299999999999997,23.399999999999999,0.000000000000000,77047,64103,2977,3259,77047,2977,1802906,0,69653,0
,113,30113,225.219999999999999,52.700000000000003,1.000000000000000,81348,66853,1014,1196,81182,1016,4287016,66853,53444,1196
,114,30114,114.849999999999994,54.500000000000000,9.400000000000000,76230,64013,2625,2958,75068,2657,4154541,601725,143062,27801
,115,30115,152.889999999999986,42.899999999999999,3.200000000000000,75300,63232,2278,2579,74776,2291,3230391,202342,97732,8253
,116,30116,126.739999999999995,90.599999999999994,0.000000000000000,72350,61119,1111,1298,72350,1111,6554906,0,100692,0
,117,30117,61.969999999999999,62.500000000000000,62.500000000000000,77473,65416,2673,2938,72907,2774,4842066,4088486,167068,183648
,118,30118,172.330000000000013,175.099999999999994,18.100000000000001,75832,64074,2093,2340,75135,2108,13278172,1159742,366564,42359
,119,30119,127.409999999999997,99.299999999999997,0.000000000000000,74917,63290,1229,1411,74917,1229,7439217,0,122081,0
,120,30120,100.180000000000007,96.000000000000000,8.199999999999999,79586,67141,1964,2194,78970,1975,7640246,550554,188511,17994
,121,30121,125.109999999999999,73.799999999999997,3.100000000000000,78670,66407,1933,2164,78364,1939,5805836,205860,142669,6708
,122,30122,245.139999999999986,70.799999999999997,0.000000000000000,84045,70693,2226,2407,84045,2226,5950374,0,157631,0
,123,30123,174.389999999999986,92.200000000000003,1.300000000000000,84312,70911,2305,2484,84198,2306,7773608,92184,212493,3229
,124,30124,409.220000000000027,151.300000000000011,20.899999999999999,89597,75029,2118,2139,88465,2120,13555963,1568107,320523,44707
,125,30125,206.879999999999995,141.900000000000006,36.799999999999997,91673,76663,2759,2758,89624,2759,13008392,2821212,391448,101509
,126,30126,289.050000000000011,225.400000000000006,29.000000000000000,106330,87652,2603,2454,104971,2592,23966758,2541904,586763,71171
,127,30127,456.860000000000014,355.000000000000000,25.300000000000001,96244,80123,1700,1663,95573,1698,34166563,2027113,603359,42067
,128,30128,484.120000000000005,352.399999999999977,109.599999999999994,113092,92659,4031,3575,109836,3958,39853667,10155414,1420474,391768
,129,30129,172.180000000000007,75.799999999999997,2.200000000000000,110796,90904,4334,3898,110451,4326,8398368,199988,328492,8575
,130,30130,147.590000000000003,5.500000000000000,0.000000000000000,89444,74940,0,0,89444,0,491942,0,0,0
,131,30131,950.539999999999964,14.199999999999999,10.699999999999999,88703,74929,0,0,84367,0,1259582,801739,0,0
,132,30132,280.100000000000023,4.400000000000000,25.800000000000001,96131,80157,0,0,83649,0,422975,2068054,0,0
,133,30133,807.360000000000014,6.000000000000000,0.000000000000000,83523,71305,0,0,83523,0,501141,0,0,0
,134,30134,423.290000000000020,4.400000000000000,0.000000000000000,98089,81507,0,0,98089,0,431590,0,0,0
,135,30135,398.560000000000002,0.000000000000000,0.000000000000000,76340,65398,0,0,0,0,0,0,0,0
,136,30136,161.900000000000006,0.000000000000000,0.000000000000000,43766,35081,0,0,0,0,0,0,0,0
,137,30137,47.859999999999999,0.000000000000000,0.000000000000000,55231,44629,0,0,0,0,0,0,0,0
,138,30138,217.560000000000002,0.000000000000000,0.000000000000000,51982,41953,0,0,0,0,0,0,0,0
,139,30139,139.319999999999993,0.000000000000000,0.000000000000000,29034,23533,0,0,0,0,0,0,0,0
,140,30140,37.439999999999998,0.000000000000000,0.000000000000000,43354,35542,0,0,0,0,0,0,0,0
,141,570141,11710.239999999999782,436.500000000000000,2179.500000000000000,63897,53655,0,0,56188,0,27891085,116940852,0,0
,142,570142,6238.949999999999818,203.000000000000000,135.800000000000011,92123,81797,0,0,89132,0,18700970,11108026,0,0
,143,570143,2026.240000000000009,128.199999999999989,0.500000000000000,68653,61048,0,0,68635,0,8801341,30524,0,0
,144,570144,385.750000000000000,64.799999999999997,0.000000000000000,85751,73133,0,0,85751,0,5556696,0,0,0
,145,570145,700.879999999999995,497.000000000000000,0.000000000000000,91047,78102,0,0,91047,0,45250222,0,0,0
,146,570146,376.720000000000027,294.500000000000000,2.300000000000000,86893,77108,0,0,86847,0,25590106,177349,0,0
,147,570147,577.340000000000032,454.300000000000011,46.700000000000003,97102,83574,0,0,96304,0,44113525,3902907,0,0
,148,570148,445.199999999999989,489.699999999999989,219.699999999999989,97915,85992,0,0,95354,0,47949047,18892363,0,0
,149,570149,602.049999999999955,615.200000000000045,54.700000000000003,111232,93219,0,0,110306,0,68430209,5099071,0,0
,150,570150,675.269999999999982,596.200000000000045,531.000000000000000,105779,87693,0,0,99415,0,63065370,46565154,0,0
,151,570151,612.059999999999945,344.699999999999989,184.199999999999989,118703,96983,0,0,113366,0,40916787,17864344,0,0
,152,570152,682.559999999999945,740.200000000000045,82.299999999999997,123680,100136,0,0,122185,0,91547686,8241154,0,0
,153,570153,963.340000000000032,46.500000000000000,6.000000000000000,74838,66273,0,0,74213,0,3479968,397637,0,0
,154,570154,786.240000000000009,304.699999999999989,3.700000000000000,77396,69060,0,0,77335,0,23582624,255523,0,0
,155,570155,2199.280000000000200,229.699999999999989,14.300000000000001,88405,75506,0,0,87934,0,20306703,1079740,0,0
,156,570156,782.019999999999982,151.500000000000000,12.300000000000001,89361,77476,0,0,88800,0,13538141,952950,0,0
,157,570157,976.240000000000009,91.500000000000000,5.800000000000000,100369,84690,0,0,99785,0,9183739,491200,0,0
,158,570158,760.899999999999977,482.800000000000011,68.200000000000003,90861,80456,0,0,90036,0,43867777,5487070,0,0
,159,570159,1063.049999999999955,874.000000000000000,226.800000000000011,100721,87185,0,0,98872,0,88030135,19773652,0,0
,160,570160,249.960000000000008,242.500000000000000,26.800000000000001,102073,87814,0,0,101173,0,24752752,2353409,0,0
,161,570161,474.310000000000002,509.699999999999989,2.500000000000000,107116,89841,0,0,107064,0,54596974,224603,0,0
,162,570162,709.600000000000023,810.799999999999955,907.799999999999955,133187,105817,0,0,122084,0,107988004,96060761,0,0
,163,570163,100.230000000000004,30.300000000000001,45.700000000000003,110542,91891,0,0,101608,0,3349419,4199420,0,0
,164,570164,297.879999999999995,109.799999999999997,2.000000000000000,126242,101238,0,0,125967,0,13861333,202476,0,0
,165,570165,258.819999999999993,47.200000000000003,169.000000000000000,140567,110556,0,0,119985,0,6634742,18683909,0,0
,166,570166,1020.429999999999950,247.699999999999989,4.300000000000000,118911,99901,0,0,118712,0,29454324,429575,0,0
,167,570167,735.759999999999991,151.300000000000011,3.000000000000000,106501,87496,0,0,106274,0,16113580,262487,0,0
,168,570168,863.480000000000018,278.699999999999989,45.700000000000003,125443,104115,0,0,123505,0,34961066,4758041,0,0
,169,570169,1097.099999999999909,355.199999999999989,74.700000000000003,132618,107760,0,0,129794,0,47106089,8049698,0,0
,170,570170,230.240000000000009,60.500000000000000,1.500000000000000,110200,91611,0,0,109923,0,6667094,137416,0,0
,171,570171,893.539999999999964,277.300000000000011,1.000000000000000,122609,98670,0,0,122556,0,33999463,98670,0,0
,172,570172,400.740000000000009,165.699999999999989,0.000000000000000,140986,112337,0,0,140986,0,23361380,0,0,0
,173,570173,1256.059999999999945,487.300000000000011,827.000000000000000,157937,123148,0,0,140247,0,76962762,101843344,0,0
,174,570174,331.120000000000005,76.200000000000003,0.000000000000000,80959,70845,0,0,80959,0,6169080,0,0,0
,175,570175,391.259999999999991,110.000000000000000,0.000000000000000,89803,77862,0,0,89803,0,9878310,0,0,0
,176,570176,817.860000000000014,935.799999999999955,38.299999999999997,99253,84253,1577,1255,98887,1569,92880532,3226904,1475333,48077
,177,570177,562.470000000000027,286.300000000000011,1220.799999999999955,111584,92110,6281,4360,97521,4893,31946475,112448358,1798313,5322121
,178,570178,681.950000000000045,785.000000000000000,867.700000000000045,108570,91208,6609,4446,101581,5739,85227358,79141281,5188398,3858192
,179,570179,406.610000000000014,630.799999999999955,341.000000000000000,104750,88619,3196,2498,100751,3023,66076129,30218942,2016130,851832
,180,570180,171.689999999999998,29.300000000000001,0.000000000000000,74481,67052,0,0,74481,0,2182282,0,0,0
,181,570181,215.840000000000003,139.500000000000000,9.199999999999999,79459,71249,0,0,79142,0,11084534,655491,0,0
,182,570182,355.769999999999982,383.500000000000000,4.500000000000000,77819,70234,0,0,77765,0,29843673,316055,0,0
,183,570183,716.250000000000000,1027.200000000000045,373.800000000000011,88366,78119,0,0,86505,0,90769180,29200942,0,0
,184,570184,570.110000000000014,1146.200000000000045,7.700000000000000,82582,73422,2134,2219,82545,2134,94655846,565353,2445588,17083
,185,570185,387.379999999999995,534.299999999999955,275.199999999999989,101654,87278,3031,2825,98219,2982,54313691,24018941,1619430,777506
,186,570186,294.300000000000011,598.500000000000000,835.500000000000000,96476,83677,4521,4621,90592,4567,57740887,69912386,2705666,3860636
,187,570187,730.559999999999945,899.000000000000000,158.500000000000000,82595,74588,2859,3019,81818,2874,74252677,11822252,2570200,478434
,188,570188,411.970000000000027,216.800000000000011,1.500000000000000,71763,66215,1043,1270,71740,1044,15558223,99323,226025,1905
,189,570189,191.289999999999992,400.500000000000000,100.799999999999997,93283,81296,4817,5076,91688,4851,37359835,8194599,1929205,511627
,190,570190,163.819999999999993,481.500000000000000,2.000000000000000,83027,74849,3740,4113,83007,3741,39977620,149699,1800851,8226
,191,570191,253.080000000000013,707.799999999999955,158.300000000000011,97223,85035,5778,5596,95761,5756,68814450,13461063,4089799,885840
,192,570192,368.829999999999984,674.299999999999955,18.300000000000001,82958,74907,2599,2948,82827,2604,55938794,1370793,1752351,53941
,193,570193,563.809999999999945,232.800000000000011,2104.699999999999818,119976,97755,3685,1589,101168,1911,27930418,205745147,857858,3343786
,194,570194,426.430000000000007,173.300000000000011,2050.800000000000182,115075,93446,6920,4536,96079,4826,19942429,191638364,1199281,9301600
,195,570195,302.990000000000009,720.799999999999955,605.000000000000000,118198,98134,8116,5241,111406,7143,85196883,59370784,5850330,3170622
,196,570196,584.070000000000050,1893.000000000000000,1026.000000000000000,106748,90272,3591,2986,102657,3441,202074906,92619527,6798522,3063537
,197,570197,214.800000000000011,361.500000000000000,336.500000000000000,117157,96719,8800,5718,109758,7685,42352263,32546095,3181328,1924135
,198,570198,502.079999999999984,1220.299999999999955,269.699999999999989,110120,92250,5163,4069,107998,5034,134379225,24879874,6300984,1097427
,199,570199,276.519999999999982,513.700000000000045,541.299999999999955,115925,95525,7341,6628,107946,7062,59550825,51707750,3771051,3587708
,200,570200,548.960000000000036,694.299999999999955,1840.000000000000000,123022,99461,9710,7091,108469,8093,85414136,183008657,6741753,13048146
,201,570201,229.419999999999987,853.000000000000000,1175.700000000000045,101583,87430,6280,5929,95121,6120,86650151,102790968,5356509,6970722
,202,570202,135.710000000000008,202.500000000000000,0.000000000000000,96983,84647,1830,2078,96983,1830,19638992,0,370548,0
,203,570203,403.769999999999982,435.500000000000000,21.000000000000000,89140,79001,1654,1822,88850,1659,38820437,1659024,720419,38271
,204,570204,171.009999999999991,654.000000000000000,344.699999999999989,103970,89019,6677,5918,100334,6493,67996481,30684788,4366978,2040045
,205,570205,165.750000000000000,417.800000000000011,10.500000000000000,97128,84198,0,0,96933,0,40580168,884081,0,0
,206,570206,72.000000000000000,67.200000000000003,0.500000000000000,92488,80425,367,460,92434,367,6215204,40212,24641,230
,207,570207,272.879999999999995,1296.000000000000000,300.199999999999989,109368,91590,7043,6372,107169,6960,141741569,27495242,9127746,1912785
,208,570208,371.300000000000011,1013.700000000000045,118.000000000000000,100327,85769,3885,4572,99362,3930,101701486,10120740,3938101,539524
,209,570209,249.460000000000008,1601.299999999999955,134.500000000000000,117191,96501,9149,7714,116183,9079,187657363,12979325,14649801,1037471
,210,570210,147.909999999999997,643.000000000000000,1.700000000000000,114560,94765,5971,6273,114528,5972,73661954,161100,3839486,10664
,211,570211,466.089999999999975,281.500000000000000,106.200000000000003,131706,104283,6449,1738,126579,5568,37075309,11074907,1815452,184556
,212,570212,358.009999999999991,52.500000000000000,660.299999999999955,143360,111672,2802,780,115328,1013,7526397,73737241,147105,515091
,213,570213,606.419999999999959,398.800000000000011,173.800000000000011,147997,114615,6859,2405,140990,5924,59021317,19920083,2735320,417930
,214,570214,494.790000000000020,339.699999999999989,891.500000000000000,117248,94370,6520,2419,103170,3997,39829056,84131009,2214748,2156876
,215,570215,692.169999999999959,0.000000000000000,5566.800000000000182,140458,108797,10033,6096,108797,6096,0,605648522,0,33934341
,216,570216,532.100000000000023,165.699999999999989,8344.500000000000000,144703,108921,7028,3770,110049,3872,23977220,908888819,1164510,31456156
,217,570217,399.529999999999973,1429.200000000000045,162.500000000000000,127910,100145,17330,9309,126110,16810,182809008,16273551,24768342,1512700
,218,570218,198.590000000000003,705.000000000000000,670.299999999999955,143648,110315,15087,7397,131417,12265,101271488,73944049,10635998,4958109
,219,570219,295.680000000000007,1228.700000000000045,1261.700000000000045,128035,100943,19245,12639,117605,16702,157316642,127359262,23646505,15947144
,220,570220,269.519999999999982,1046.299999999999955,1696.000000000000000,126532,101402,16245,12024,114042,14147,132389958,171977910,16997326,20392799
,221,570221,234.419999999999987,1002.000000000000000,475.000000000000000,120955,96118,16695,12064,115387,15656,121197306,45656141,16727915,5730607
,222,570222,235.659999999999997,837.000000000000000,181.699999999999989,114377,94035,4364,4251,112000,4351,95733405,17086247,3652551,772368
,223,570223,64.480000000000004,140.699999999999989,1.700000000000000,109573,90958,2048,2158,109437,2049,15416955,154628,288145,3668
,224,570224,140.650000000000006,580.299999999999955,32.299999999999997,125775,101177,10634,9292,124968,10590,72987459,3268011,6170782,300137
,225,570225,155.770000000000010,606.700000000000045,17.800000000000001,117865,95899,8034,7445,117479,8024,71508439,1707009,4874348,132520
,226,570226,79.329999999999998,383.699999999999989,55.500000000000000,133161,103760,16143,10193,130778,15661,51093734,5758662,6193907,565737
,227,570227,172.810000000000002,715.000000000000000,1193.299999999999955,130800,100923,12397,9396,115733,10884,93521802,120431687,8863948,11212220
,228,570228,131.430000000000007,450.800000000000011,339.800000000000011,121750,97024,12986,10409,113965,12175,54884938,32968613,5854085,3537061
,229,570229,155.960000000000008,565.000000000000000,640.299999999999955,126414,100674,11926,9474,115897,10924,71424137,64461683,6737909,6066414
,230,570230,111.000000000000000,549.500000000000000,8.699999999999999,115754,93419,5243,4674,115540,5238,63606771,812748,2881088,40661
,231,570231,238.289999999999992,778.200000000000045,7.700000000000000,118506,94068,4605,4076,118359,4601,92221287,724324,3583309,31386
