OID_,TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,TRAN_JB,TRAN_HH,COMP_AUTO,COMP_TRAN,AUTO_JB_WT,AUTO_HH_WT,TRAN_JB_WT,TRAN_HH_WT
,132,30132,280.100000000000023,1.900000000000000,25.800000000000001,96116,76509,0,0,78663,0,182620,1973939,0,0
,133,30133,807.360000000000014,4.700000000000000,0.000000000000000,85835,69349,0,0,85835,0,403424,0,0,0
,134,30134,423.290000000000020,1.900000000000000,0.000000000000000,99689,78901,0,0,99689,0,189410,0,0,0
,135,30135,398.560000000000002,0.000000000000000,0.000000000000000,78332,63677,0,0,0,0,0,0,0,0
,136,30136,161.900000000000006,0.000000000000000,0.000000000000000,45255,34759,0,0,0,0,0,0,0,0
,137,30137,47.859999999999999,0.000000000000000,0.000000000000000,56521,43738,0,0,0,0,0,0,0,0
,138,30138,217.560000000000002,0.000000000000000,0.000000000000000,52562,40644,0,0,0,0,0,0,0,0
,139,30139,139.319999999999993,0.000000000000000,0.000000000000000,29180,22759,0,0,0,0,0,0,0,0
,140,30140,37.439999999999998,0.000000000000000,0.000000000000000,45428,35707,0,0,0,0,0,0,0,0
,141,570141,11710.239999999999782,158.000000000000000,1858.000000000000000,59763,47395,0,0,48938,0,9442527,88060332,0,0
,142,570142,6238.949999999999818,32.799999999999997,83.000000000000000,85269,72731,0,0,77726,0,2796819,6036692,0,0
,143,570143,2026.240000000000009,52.000000000000000,0.500000000000000,70080,58574,0,0,70014,0,3644146,29287,0,0
,144,570144,385.750000000000000,60.200000000000003,0.000000000000000,89240,71819,0,0,89240,0,5372260,0,0,0
,145,570145,700.879999999999995,443.300000000000011,0.000000000000000,92273,74700,0,0,92273,0,40904473,0,0,0
,146,570146,376.720000000000027,252.199999999999989,2.300000000000000,87577,73053,0,0,87498,0,22086946,168021,0,0
,147,570147,577.340000000000032,390.300000000000011,37.799999999999997,97925,79522,0,0,96919,0,38220034,3005926,0,0
,148,570148,445.199999999999989,435.699999999999989,213.699999999999989,96150,80150,0,0,92527,0,41892632,17128152,0,0
,149,570149,602.049999999999955,556.000000000000000,51.500000000000000,112128,88861,0,0,110909,0,62343186,4576325,0,0
,150,570150,675.269999999999982,583.799999999999955,519.000000000000000,106943,84000,0,0,98989,0,62433349,43595973,0,0
,151,570151,612.059999999999945,316.699999999999989,176.800000000000011,119915,93262,0,0,113254,0,37977050,16488649,0,0
,152,570152,682.559999999999945,675.000000000000000,84.299999999999997,124676,96241,0,0,122703,0,84156268,8113148,0,0
,153,570153,963.340000000000032,14.000000000000000,6.300000000000000,71718,59961,0,0,69229,0,1004057,377756,0,0
,154,570154,786.240000000000009,252.000000000000000,3.800000000000000,77969,65246,0,0,77856,0,19648228,247936,0,0
,155,570155,2199.280000000000200,133.800000000000011,13.699999999999999,84702,68443,0,0,83766,0,11333155,937675,0,0
,156,570156,782.019999999999982,113.000000000000000,13.500000000000000,90092,73590,0,0,88994,0,10180384,993463,0,0
,157,570157,976.240000000000009,45.799999999999997,4.800000000000000,100168,79916,0,0,98976,0,4587709,383596,0,0
,158,570158,760.899999999999977,435.699999999999989,67.299999999999997,91729,76326,0,0,90429,0,39966214,5136769,0,0
,159,570159,1063.049999999999955,801.000000000000000,227.300000000000011,101524,82805,0,0,98813,0,81321082,18821599,0,0
,160,570160,249.960000000000008,206.800000000000011,22.800000000000001,98257,80929,0,0,97187,0,20319477,1845171,0,0
,161,570161,474.310000000000002,454.500000000000000,2.700000000000000,106604,84651,0,0,106526,0,48451475,228557,0,0
,162,570162,709.600000000000023,781.299999999999955,930.700000000000045,133540,101568,0,0,120254,0,104335062,94529007,0,0
,163,570163,100.230000000000004,25.800000000000001,45.700000000000003,114251,88980,0,0,101264,0,2947686,4066377,0,0
,164,570164,297.879999999999995,96.500000000000000,1.800000000000000,130694,99641,0,0,130352,0,12611937,179354,0,0
,165,570165,258.819999999999993,42.799999999999997,167.699999999999989,141713,106734,0,0,117211,0,6065306,17899222,0,0
,166,570166,1020.429999999999950,98.200000000000003,4.500000000000000,118449,94372,0,0,117808,0,11631689,424675,0,0
,167,570167,735.759999999999991,23.000000000000000,3.000000000000000,105930,82750,0,0,104256,0,2436396,248249,0,0
,168,570168,863.480000000000018,135.500000000000000,32.000000000000000,123763,97673,0,0,120540,0,16769858,3125544,0,0
,169,570169,1097.099999999999909,170.300000000000011,79.799999999999997,131671,102165,0,0,125222,0,22423557,8152796,0,0
,170,570170,230.240000000000009,45.799999999999997,1.300000000000000,113909,88702,0,0,113489,0,5217051,115313,0,0
,171,570171,893.539999999999964,237.500000000000000,1.000000000000000,126454,96942,0,0,126380,0,30032758,96942,0,0
,172,570172,400.740000000000009,149.800000000000011,0.000000000000000,141640,107866,0,0,141640,0,21217601,0,0,0
,173,570173,1256.059999999999945,432.199999999999989,795.000000000000000,155976,116724,0,0,135434,0,67413010,92795507,0,0
,174,570174,331.120000000000005,62.200000000000003,0.000000000000000,80514,66911,0,0,80514,0,5007988,0,0,0
,175,570175,391.259999999999991,93.299999999999997,0.000000000000000,89377,73578,0,0,89377,0,8338842,0,0,0
,176,570176,817.860000000000014,850.700000000000045,35.799999999999997,99171,79940,1555,1146,98700,1544,84364902,2861835,1322416,41011
,177,570177,562.470000000000027,275.500000000000000,1221.700000000000045,107721,84044,5042,3513,90537,3932,29677033,102677148,1389133,4291282
,178,570178,681.950000000000045,756.000000000000000,869.700000000000045,108960,87138,5429,3553,100076,4665,82373463,75784328,4104201,3090056
,179,570179,406.610000000000014,557.000000000000000,272.500000000000000,105000,84521,2757,2195,100372,2630,58485088,23032054,1535634,598242
,180,570180,171.689999999999998,26.500000000000000,0.000000000000000,73895,63130,0,0,73895,0,1958212,0,0,0
,181,570181,215.840000000000003,130.000000000000000,9.199999999999999,78993,67142,0,0,78513,0,10269132,617710,0,0
,182,570182,355.769999999999982,327.699999999999989,4.700000000000000,75211,64927,0,0,75124,0,24646770,305158,0,0
,183,570183,716.250000000000000,995.500000000000000,376.300000000000011,87677,73625,0,0,85090,0,87282663,27704986,0,0
,184,570184,570.110000000000014,1096.500000000000000,8.000000000000000,80158,67708,2075,2040,80104,2075,87893298,541667,2275462,16320
,185,570185,387.379999999999995,496.500000000000000,201.500000000000000,101236,82675,2842,2503,97617,2776,50263885,16659095,1411070,504439
,186,570186,294.300000000000011,486.500000000000000,797.700000000000045,95865,79174,4336,4226,87610,4282,46638529,63156950,2109291,3371378
,187,570187,730.559999999999945,828.700000000000045,157.300000000000011,80650,68775,2768,2772,79442,2768,66834748,10818303,2293700,435970
,188,570188,411.970000000000027,208.300000000000011,1.300000000000000,71794,62926,1011,1167,71762,1011,14954792,81804,210497,1517
,189,570189,191.289999999999992,386.199999999999989,100.000000000000000,92236,76527,4624,4632,90134,4625,35621712,7652709,1785803,463179
,190,570190,163.819999999999993,446.199999999999989,2.500000000000000,81630,69967,3627,3783,81591,3627,36423421,174917,1618194,9457
,191,570191,253.080000000000013,668.299999999999955,156.500000000000000,96143,79582,5550,5097,94112,5495,64252394,12454577,3709134,797740
,192,570192,368.829999999999984,625.700000000000045,18.800000000000001,82976,71031,2520,2710,82766,2523,51918363,1335389,1576451,50943
,193,570193,563.809999999999945,202.699999999999989,2102.000000000000000,120280,93512,3549,1378,97236,1679,24380805,196563269,719303,2895532
,194,570194,426.430000000000007,162.800000000000011,2103.800000000000182,115720,89673,6049,3698,92663,3968,18839265,188654609,984734,7780321
,195,570195,302.990000000000009,654.500000000000000,549.700000000000045,118718,94040,6845,4189,110478,5958,77700759,51694001,4479927,2302725
,196,570196,584.070000000000050,1787.799999999999955,988.000000000000000,107097,86040,3537,2758,101874,3344,191467818,85007626,6322900,2725197
,197,570197,214.800000000000011,288.300000000000011,252.800000000000011,117598,92354,8461,5209,108926,7343,33903632,23347193,2439237,1316744
,198,570198,502.079999999999984,1125.500000000000000,255.800000000000011,110012,87690,5059,3771,107345,4905,123818272,22430979,5693709,964565
,199,570199,276.519999999999982,479.000000000000000,512.000000000000000,116422,91327,7360,6264,106647,6933,55766033,46759199,3525679,3207106
,200,570200,548.960000000000036,609.500000000000000,1851.000000000000000,124234,95564,9563,6565,105758,7631,75720920,176889335,5828402,12152110
,201,570201,229.419999999999987,772.799999999999955,1150.500000000000000,100427,81860,6058,5428,91691,5761,77609890,94179696,4681514,6244828
,202,570202,135.710000000000008,183.800000000000011,0.000000000000000,92138,77507,2078,2160,92138,2078,16935033,0,381998,0
,203,570203,403.769999999999982,399.000000000000000,21.800000000000001,89204,75128,1601,1671,88759,1603,35592210,1637788,638655,36431
,204,570204,171.009999999999991,612.000000000000000,348.500000000000000,103308,83699,6479,5435,98334,6214,63224465,29169046,3965261,1893942
,205,570205,165.750000000000000,405.300000000000011,11.000000000000000,96559,79370,0,0,96285,0,39135517,873070,0,0
,206,570206,72.000000000000000,50.500000000000000,0.500000000000000,93147,76853,356,425,93051,357,4703912,38427,18003,213
,207,570207,272.879999999999995,1227.799999999999955,294.699999999999989,109787,87451,6941,5926,106988,6814,134796180,25771751,8522347,1746456
,208,570208,371.300000000000011,971.000000000000000,117.500000000000000,102036,82561,3917,4374,100724,3948,99076866,9700933,3803449,513968
,209,570209,249.460000000000008,1517.700000000000045,140.300000000000011,118426,92723,9240,7331,117082,9140,179735461,13009041,14023474,1028550
,210,570210,147.909999999999997,637.200000000000045,1.700000000000000,115681,90995,6062,6003,115642,6061,73712236,154692,3862411,10205
,211,570211,466.089999999999975,267.300000000000011,99.200000000000003,131659,99862,6382,1598,125893,5515,35192549,9906274,1706007,158500
,212,570212,358.009999999999991,44.799999999999997,543.799999999999955,143251,107216,2777,718,111586,968,6417652,58303974,124419,390455
,213,570213,606.419999999999959,365.800000000000011,170.800000000000011,146631,109174,6702,2208,138467,5723,53637449,18646974,2451681,377152
,214,570214,494.790000000000020,337.800000000000011,868.700000000000045,117382,90219,6400,2164,100935,3835,39651632,78373329,2162025,1880156
,215,570215,692.169999999999959,0.000000000000000,5569.000000000000000,139718,103882,9392,5342,103882,5342,0,578519310,0,29747086
,216,570216,532.100000000000023,150.800000000000011,8274.500000000000000,142231,103203,6591,3276,104360,3374,21448394,853957027,993903,27103448
,217,570217,399.529999999999973,1361.500000000000000,160.300000000000011,126812,95257,14073,7128,124740,13617,172654361,15269759,19160476,1142595
,218,570218,198.590000000000003,636.799999999999955,671.299999999999955,141320,104404,14570,6668,127063,11518,89992750,70086328,9278354,4476175
,219,570219,295.680000000000007,1099.700000000000045,1186.500000000000000,137595,103887,19040,11969,124391,16270,151313209,123261494,20938348,14201093
,220,570220,269.519999999999982,904.700000000000045,1692.299999999999955,127560,97445,16409,11534,111674,13838,115403321,164906010,14845546,19519501
,221,570221,234.419999999999987,935.200000000000045,463.500000000000000,121312,91982,16740,11465,114616,15536,113450690,42633661,15655642,5314138
,222,570222,235.659999999999997,816.299999999999955,180.800000000000011,115414,90309,4415,4070,112483,4375,94212671,16327790,3604193,735804
,223,570223,64.480000000000004,134.800000000000011,1.700000000000000,110139,87001,2096,2075,109966,2096,14846688,147902,282546,3528
,224,570224,140.650000000000006,564.000000000000000,29.500000000000000,126896,97207,10722,8896,125997,10666,71569467,2867592,6047020,262427
,225,570225,155.770000000000010,594.200000000000045,17.800000000000001,118574,91937,8096,7100,118106,8078,70456406,1636487,4810591,126388
,226,570226,79.329999999999998,363.699999999999989,55.500000000000000,131648,98392,15767,9465,128872,15241,47880504,5460757,5734560,525334
,227,570227,172.810000000000002,635.299999999999955,1132.299999999999955,141102,104714,12402,8952,122346,10624,89642198,118567159,7879275,10135842
,228,570228,131.430000000000007,417.699999999999989,330.300000000000011,132207,100382,12812,9838,122003,11858,55223031,33156226,5351683,3249330
,229,570229,155.960000000000008,562.000000000000000,640.299999999999955,127399,96915,12033,9053,115060,10827,71597979,62054577,6762826,5796374
,230,570230,111.000000000000000,525.700000000000045,10.000000000000000,116474,89633,5297,4470,116173,5288,61230329,896325,2784868,44703
,231,570231,238.289999999999992,749.500000000000000,7.700000000000000,118263,89775,4666,3914,118089,4661,88637931,691266,3497035,30139
,232,570232,854.480000000000018,28.000000000000000,6.500000000000000,108445,85294,0,0,105628,0,3036464,554410,0,0
