OID_,TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,TRAN_JB,TRAN_HH,COMP_AUTO,COMP_TRAN,AUTO_JB_WT,AUTO_HH_WT,TRAN_JB_WT,TRAN_HH_WT
,40,30040,56.630000000000003,179.000000000000000,195.500000000000000,44205,32212,3427,2582,39599,3102,7912680,6297521,613437,504785
,41,30041,54.369999999999997,137.000000000000000,8.300000000000001,41256,30150,2178,1645,40885,2160,5652138,250243,298405,13652
,42,30042,64.040000000000006,200.400000000000006,156.599999999999994,44670,32557,3488,2728,40933,3254,8951937,5098356,699052,427270
,43,30043,64.209999999999994,165.199999999999989,11.300000000000001,40996,29986,2346,1746,40583,2324,6772614,338837,387609,19731
,44,30044,42.719999999999999,115.799999999999997,546.200000000000045,42872,31215,3244,2758,34371,2890,4964616,17049671,375625,1506445
,45,30045,43.530000000000001,63.500000000000000,13.500000000000000,43954,32085,2088,1680,42669,2044,2791081,433142,132575,22679
,46,30046,72.920000000000002,196.300000000000011,797.200000000000045,44497,32361,2658,2433,36018,2501,8734859,25798377,521699,1939736
,47,30047,75.010000000000005,168.199999999999989,155.599999999999994,45488,33229,1801,1572,41251,1722,7651142,5170394,302898,244557
,48,30048,31.609999999999999,96.700000000000003,3.800000000000000,40477,29529,0,0,40237,0,3914121,112211,0,0
,49,30049,76.400000000000006,270.000000000000000,3.400000000000000,39417,28880,1333,995,39342,1330,10642611,98193,359820,3382
,50,30050,31.960000000000001,85.599999999999994,4.400000000000000,38237,28016,0,0,37945,0,3273054,123269,0,0
,51,30051,54.170000000000002,141.699999999999989,4.900000000000000,35942,26364,0,0,35756,0,5092918,129183,0,0
,52,30052,62.250000000000000,150.099999999999994,61.200000000000003,41098,30067,1047,860,39015,1012,6168766,1840125,157162,52660
,53,30053,78.650000000000006,166.300000000000011,9.300000000000001,40145,29375,0,0,39811,0,6676046,273188,0,0
,54,30054,45.979999999999997,97.599999999999994,36.399999999999999,42828,31281,1148,917,40801,1108,4180035,1138633,112052,33381
,55,30055,35.710000000000001,41.299999999999997,6.000000000000000,44779,32752,0,0,43858,0,1849393,196509,0,0
,56,30056,339.170000000000016,82.599999999999994,124.099999999999994,42006,30756,0,0,36811,0,3469720,3816762,0,0
,57,30057,238.460000000000008,38.899999999999999,78.700000000000003,58682,41996,0,0,49738,0,2282747,3305054,0,0
,58,30058,247.939999999999998,133.400000000000006,481.199999999999989,54130,38851,800,577,43845,650,7220878,18695257,106716,277428
,59,30059,188.870000000000005,56.299999999999997,0.000000000000000,53156,37994,0,0,53156,0,2992666,0,0,0
,60,30060,195.740000000000009,241.500000000000000,0.000000000000000,47540,34312,689,539,47540,689,11480931,0,166502,0
,61,30061,230.259999999999991,0.000000000000000,99.900000000000006,52813,37932,0,0,37932,0,0,3789419,0,0
,62,30062,47.719999999999999,90.599999999999994,116.799999999999997,48363,35009,1946,1354,42701,1695,4381716,4089091,176294,158129
,63,30063,45.439999999999998,44.100000000000001,663.500000000000000,51418,37125,2307,1854,38615,1902,2267534,24632489,101718,1230456
,64,30064,77.579999999999998,229.699999999999989,816.899999999999977,45754,33103,2845,2336,37277,2504,10509586,27042116,653526,1908283
,65,30065,34.640000000000001,22.100000000000001,176.400000000000006,50530,36598,2818,1977,39105,2129,1116716,6455886,62283,348792
,66,30066,97.750000000000000,271.000000000000000,67.400000000000006,45307,33012,3739,2545,43778,3590,12278309,2225009,1013191,171518
,67,30067,88.379999999999995,269.000000000000000,123.799999999999997,49279,35781,1752,1341,46470,1666,13255984,4429704,471172,166038
,68,30068,75.150000000000006,210.500000000000000,79.200000000000003,52553,38162,2956,2105,50008,2805,11062476,3022397,622186,166697
,69,30069,85.379999999999995,225.599999999999994,188.500000000000000,51211,37181,3314,2376,46679,3011,11553219,7008611,747658,447788
,70,30070,346.269999999999982,673.200000000000045,1130.500000000000000,58908,42643,2092,1675,50946,1888,39656791,48208048,1408505,1893317
,71,30071,198.150000000000006,588.500000000000000,676.700000000000045,55973,40737,3325,2529,49934,3010,32939916,27566558,1957013,1711693
,72,30072,57.420000000000002,142.000000000000000,108.200000000000003,50425,36811,3744,2677,46297,3421,7160329,3982927,531710,289693
,73,30073,57.770000000000003,28.199999999999999,78.000000000000000,45914,33522,2141,1647,38326,1839,1294765,2614719,60375,128499
,74,30074,56.130000000000003,89.500000000000000,76.099999999999994,44884,32806,1145,858,40936,1051,4017094,2496532,102502,65293
,75,30075,51.310000000000002,145.800000000000011,177.199999999999989,50444,36920,2701,2038,44903,2429,7354712,6542250,393742,361172
,76,30076,52.469999999999999,170.400000000000006,44.200000000000003,48346,35432,1867,1383,46680,1804,8238203,1566099,318121,61113
,77,30077,40.390000000000001,105.200000000000003,21.300000000000001,47238,34622,1276,963,45930,1243,4969423,737445,134188,20519
,78,30078,101.430000000000007,9.100000000000000,0.000000000000000,44892,32852,0,0,44892,0,408517,0,0,0
,79,30079,334.149999999999977,286.100000000000023,586.600000000000023,49480,36263,1647,1414,42351,1521,14156120,21271845,471165,829542
,80,30080,218.949999999999989,4.100000000000000,0.000000000000000,44607,33117,0,0,44607,0,182888,0,0,0
,81,30081,113.799999999999997,0.000000000000000,236.000000000000000,61266,44298,3363,2731,44298,2731,0,10454388,0,644545
,82,30082,53.090000000000003,5.000000000000000,278.699999999999989,58428,42510,4476,3637,42995,3662,292139,11847514,22380,1013552
,83,30083,244.479999999999990,4.100000000000000,446.399999999999977,53929,39313,2449,1961,39544,1968,221107,17549197,10039,875181
,84,30084,232.509999999999991,90.500000000000000,265.600000000000023,52155,38400,2496,2138,43540,2272,4720063,10198940,225852,567845
,85,30085,198.229999999999990,154.900000000000006,277.300000000000011,54643,40498,1506,1412,47493,1459,8464187,11230009,233297,391559
,86,30086,109.480000000000004,14.800000000000001,0.000000000000000,47348,35132,0,0,47348,0,700754,0,0,0
,87,30087,205.870000000000005,43.500000000000000,8.800000000000001,54330,39936,772,798,52839,775,2363341,351434,33579,7021
,88,30088,184.340000000000003,227.599999999999994,120.700000000000003,56262,41729,1970,1989,52884,1974,12805153,5036640,448384,240019
,89,30089,58.409999999999997,74.799999999999997,115.400000000000006,54168,39651,3299,2830,47369,3079,4051766,4575704,246790,326567
,90,30090,140.580000000000013,179.300000000000011,91.700000000000003,52455,38601,2675,2314,49323,2593,9405143,3539681,479659,212152
,91,30091,181.780000000000001,235.400000000000006,32.799999999999997,54136,40117,1890,1762,53103,1881,12743706,1315846,445019,57806
,92,30092,111.310000000000002,210.599999999999994,33.399999999999999,55930,41478,1767,1635,54730,1756,11778866,1385351,372152,54617
,93,30093,56.880000000000003,158.099999999999994,52.799999999999997,58653,43498,2507,2337,56226,2480,9273038,2296718,396411,123400
,94,30094,47.229999999999997,0.000000000000000,0.000000000000000,53975,39758,0,0,0,0,0,0,0,0
,95,30095,116.719999999999999,99.700000000000003,4.900000000000000,59158,43521,1104,1150,58731,1106,5898049,213252,110106,5634
,96,30096,151.300000000000011,110.900000000000006,76.900000000000006,62316,46304,2516,2442,57774,2495,6910807,3560762,278987,187819
,97,30097,169.139999999999986,285.699999999999989,58.500000000000000,59831,44406,2235,2084,58217,2219,17093839,2597731,638447,121899
,98,30098,107.239999999999995,0.000000000000000,0.000000000000000,51797,38164,0,0,0,0,0,0,0,0
,99,30099,195.099999999999994,192.800000000000011,12.000000000000000,60548,44592,956,956,60000,956,11673655,535106,184337,11469
,100,30100,98.769999999999996,101.799999999999997,4.400000000000000,65284,48452,2422,2351,64879,2421,6645947,213187,246590,10343
,101,30101,196.110000000000014,42.200000000000003,22.899999999999999,64262,47770,2236,2198,60361,2227,2711868,1093929,94352,50345
,102,30102,55.079999999999998,0.000000000000000,0.000000000000000,63149,46558,0,0,0,0,0,0,0,0
,103,30103,95.609999999999999,0.000000000000000,0.000000000000000,67824,49803,890,911,0,0,0,0,0,0
,104,30104,89.620000000000005,158.400000000000006,0.000000000000000,68731,50690,2249,2164,68731,2249,10887016,0,356222,0
,105,30105,138.830000000000013,1.000000000000000,0.000000000000000,67233,49096,0,0,67233,0,67233,0,0,0
,106,30106,174.889999999999986,33.200000000000003,0.000000000000000,72716,53132,761,781,72716,761,2414169,0,25253,0
,107,30107,205.050000000000011,37.600000000000001,0.000000000000000,69663,51362,1731,1714,69663,1731,2619311,0,65081,0
,108,30108,140.879999999999995,42.000000000000000,1.600000000000000,71419,52799,2562,2494,71023,2560,2999617,84478,107596,3990
,109,30109,89.579999999999998,1.000000000000000,90.500000000000000,86245,62126,0,0,62584,0,86245,5622441,0,0
,110,30110,107.659999999999997,22.000000000000000,18.000000000000000,81803,59153,841,859,74591,847,1799677,1064746,18501,15467
,111,30111,104.180000000000007,21.699999999999999,16.699999999999999,76805,56234,2202,2147,70525,2185,1666663,939103,47790,35853
,112,30112,70.299999999999997,12.800000000000001,0.000000000000000,75535,55606,2574,2491,75535,2574,966854,0,32945,0
,113,30113,225.219999999999999,32.600000000000001,1.000000000000000,79068,57292,969,965,78693,968,2577618,57292,31574,965
,114,30114,114.849999999999994,46.500000000000000,5.500000000000000,74091,55059,2579,2443,72886,2571,3445210,302825,119931,13434
,115,30115,152.889999999999986,25.899999999999999,1.600000000000000,73189,54402,2236,2126,72549,2233,1895594,87043,57919,3402
,116,30116,126.739999999999995,59.799999999999997,0.000000000000000,70137,52484,1097,1057,70137,1097,4194180,0,65611,0
,117,30117,61.969999999999999,62.500000000000000,62.500000000000000,75223,56208,2638,2406,68312,2554,4701418,3513028,164905,150377
,118,30118,172.330000000000013,175.099999999999994,15.900000000000000,73610,55035,2064,1909,72694,2056,12889084,875051,361429,30353
,119,30119,127.409999999999997,85.700000000000003,0.000000000000000,72667,54296,1222,1155,72667,1222,6227520,0,104763,0
,120,30120,100.180000000000007,60.399999999999999,8.100000000000000,77226,57663,1955,1810,75834,1945,4664447,467071,118078,14664
,121,30121,125.109999999999999,65.900000000000006,2.500000000000000,76390,57038,1925,1779,75980,1922,5034103,142595,126834,4447
,122,30122,245.139999999999986,30.399999999999999,0.000000000000000,81656,60681,2240,1995,81656,2240,2482354,0,68107,0
,123,30123,174.389999999999986,70.700000000000003,0.800000000000000,81888,60846,2319,2056,81753,2318,5789458,48677,163970,1645
,124,30124,409.220000000000027,130.699999999999989,10.000000000000000,87012,64373,2044,1711,86065,2030,11372525,643733,267128,17105
,125,30125,206.879999999999995,78.099999999999994,28.300000000000001,89068,65784,2661,2208,85076,2583,6956206,1861701,207791,62490
,126,30126,289.050000000000011,168.099999999999994,24.800000000000001,102910,74907,2693,2051,100734,2643,17299142,1857692,452666,50867
,127,30127,456.860000000000014,211.599999999999994,18.199999999999999,93460,68622,1754,1393,92297,1737,19776153,1248914,371099,25345
,128,30128,484.120000000000005,157.800000000000011,73.900000000000006,109039,79079,4073,3007,102718,3848,17206336,5843923,642746,222205
,129,30129,172.180000000000007,51.700000000000003,0.800000000000000,106902,77603,4364,3235,106646,4355,5526854,62083,225643,2588
,130,30130,147.590000000000003,3.300000000000000,0.000000000000000,88068,65133,0,0,88068,0,290626,0,0,0
,131,30131,950.539999999999964,2.800000000000000,10.699999999999999,87014,64721,0,0,71726,0,243639,692510,0,0
,132,30132,280.100000000000023,1.300000000000000,25.800000000000001,93017,68486,0,0,70475,0,120923,1766941,0,0
,133,30133,807.360000000000014,4.300000000000000,0.000000000000000,83160,62198,0,0,83160,0,357589,0,0,0
,134,30134,423.290000000000020,1.300000000000000,0.000000000000000,96471,70617,0,0,96471,0,125412,0,0,0
,135,30135,398.560000000000002,0.000000000000000,0.000000000000000,75957,57102,0,0,0,0,0,0,0,0
,136,30136,161.900000000000006,0.000000000000000,0.000000000000000,43317,30840,0,0,0,0,0,0,0,0
,137,30137,47.859999999999999,0.000000000000000,0.000000000000000,54233,38863,0,0,0,0,0,0,0,0
,138,30138,217.560000000000002,0.000000000000000,0.000000000000000,50195,35958,0,0,0,0,0,0,0,0
,139,30139,139.319999999999993,0.000000000000000,0.000000000000000,27853,20292,0,0,0,0,0,0,0,0
,140,30140,37.439999999999998,0.000000000000000,0.000000000000000,44743,32754,0,0,0,0,0,0,0,0
,141,570141,11710.239999999999782,152.500000000000000,1285.200000000000045,55390,41419,0,0,43822,0,8446934,53231291,0,0
,142,570142,6238.949999999999818,32.799999999999997,13.800000000000001,81132,64732,0,0,77955,0,2661136,893307,0,0
,143,570143,2026.240000000000009,51.700000000000003,0.500000000000000,71380,55022,0,0,71290,0,3690329,27511,0,0
,144,570144,385.750000000000000,49.500000000000000,0.000000000000000,85329,63633,0,0,85329,0,4223776,0,0,0
,145,570145,700.879999999999995,329.699999999999989,0.000000000000000,88555,66112,0,0,88555,0,29196563,0,0,0
,146,570146,376.720000000000027,177.199999999999989,2.300000000000000,83730,64719,0,0,83590,0,14836879,148853,0,0
,147,570147,577.340000000000032,287.699999999999989,24.000000000000000,94022,70503,0,0,92953,0,27050224,1692081,0,0
,148,570148,445.199999999999989,364.800000000000011,207.800000000000011,91346,70995,0,0,86352,0,33323178,14752823,0,0
,149,570149,602.049999999999955,470.699999999999989,47.700000000000003,107276,78755,0,0,105716,0,50494895,3756636,0,0
,150,570150,675.269999999999982,565.200000000000045,493.300000000000011,102056,74066,0,0,92746,0,57682207,36536842,0,0
,151,570151,612.059999999999945,287.199999999999989,170.199999999999989,114660,82471,0,0,106522,0,32930378,14036603,0,0
,152,570152,682.559999999999945,596.500000000000000,84.200000000000003,118614,85038,0,0,116110,0,70753512,7160203,0,0
,153,570153,963.340000000000032,14.000000000000000,6.300000000000000,69209,54351,0,0,66171,0,968920,342411,0,0
,154,570154,786.240000000000009,168.300000000000011,4.200000000000000,76749,60034,0,0,76514,0,12916819,252143,0,0
,155,570155,2199.280000000000200,125.299999999999997,12.699999999999999,79102,60285,0,0,78073,0,9911518,765618,0,0
,156,570156,782.019999999999982,112.500000000000000,13.000000000000000,84642,64811,0,0,83414,0,9522212,842549,0,0
,157,570157,976.240000000000009,45.700000000000003,3.500000000000000,92680,69412,0,0,91705,0,4235482,242943,0,0
,158,570158,760.899999999999977,347.300000000000011,66.000000000000000,87464,67651,0,0,85525,0,30376354,4464952,0,0
,159,570159,1063.049999999999955,687.799999999999955,227.500000000000000,95520,72933,0,0,91931,0,65698439,16592257,0,0
,160,570160,249.960000000000008,154.800000000000011,16.199999999999999,94519,72058,0,0,93252,0,14631498,1167339,0,0
,161,570161,474.310000000000002,380.800000000000011,3.300000000000000,102575,75442,0,0,102442,0,39060601,248959,0,0
,162,570162,709.600000000000023,726.700000000000045,945.799999999999955,127413,90036,0,0,111478,0,92591370,85155717,0,0
,163,570163,100.230000000000004,21.000000000000000,45.700000000000003,108963,78903,0,0,92307,0,2288219,3605851,0,0
,164,570164,297.879999999999995,69.000000000000000,1.800000000000000,124397,88266,0,0,123867,0,8583380,158879,0,0
,165,570165,258.819999999999993,36.200000000000003,165.500000000000000,134375,94181,0,0,105313,0,4864381,15586952,0,0
,166,570166,1020.429999999999950,95.299999999999997,4.300000000000000,109556,81884,0,0,108861,0,10440733,352103,0,0
,167,570167,735.759999999999991,23.000000000000000,3.000000000000000,97528,71428,0,0,95719,0,2243153,214283,0,0
,168,570168,863.480000000000018,117.799999999999997,24.000000000000000,114116,84540,0,0,111034,0,13442836,2028967,0,0
,169,570169,1097.099999999999909,169.800000000000011,78.299999999999997,121699,88435,0,0,114766,0,20664565,6924468,0,0
,170,570170,230.240000000000009,27.699999999999999,1.500000000000000,108609,78673,0,0,107711,0,3008462,118009,0,0
,171,570171,893.539999999999964,163.699999999999989,1.000000000000000,119696,85605,0,0,119578,0,19594258,85605,0,0
,172,570172,400.740000000000009,128.699999999999989,0.000000000000000,134306,95288,0,0,134306,0,17285202,0,0,0
,173,570173,1256.059999999999945,344.500000000000000,751.799999999999955,146673,102382,0,0,122101,0,50528848,76970881,0,0
,174,570174,331.120000000000005,37.000000000000000,0.000000000000000,78233,59767,0,0,78233,0,2894633,0,0,0
,175,570175,391.259999999999991,56.700000000000003,0.000000000000000,86657,65699,0,0,86657,0,4913443,0,0,0
,176,570176,817.860000000000014,671.299999999999955,30.800000000000001,96360,71721,1617,1065,95731,1603,64686460,2208992,1085581,32789
,177,570177,562.470000000000027,266.699999999999989,1189.500000000000000,107292,77456,4871,3092,85868,3594,28614867,92133504,1299167,3677910
,178,570178,681.950000000000045,644.200000000000045,861.500000000000000,108358,79965,5244,3101,96064,4316,69804117,68890089,3378076,2671428
,179,570179,406.610000000000014,436.000000000000000,190.500000000000000,101754,75655,2654,1941,96543,2512,44364671,14412290,1157323,369666
,180,570180,171.689999999999998,22.300000000000001,0.000000000000000,71363,56265,0,0,71363,0,1591397,0,0,0
,181,570181,215.840000000000003,117.000000000000000,9.199999999999999,76292,59824,0,0,75585,0,8926190,550385,0,0
,182,570182,355.769999999999982,172.000000000000000,4.500000000000000,72855,58003,0,0,72637,0,12531117,261012,0,0
,183,570183,716.250000000000000,948.200000000000045,373.699999999999989,85143,65954,0,0,81618,0,80732774,24646908,0,0
,184,570184,570.110000000000014,1001.700000000000045,8.199999999999999,81682,63393,2085,1867,81597,2084,81820709,519821,2088381,15312
,185,570185,387.379999999999995,452.500000000000000,155.800000000000011,98044,73980,2738,2219,94090,2653,44364729,11526042,1238843,345766
,186,570186,294.300000000000011,342.500000000000000,749.700000000000045,92634,70856,4221,3813,80536,3994,31727205,53121067,1445622,2858319
,187,570187,730.559999999999945,731.700000000000045,152.800000000000011,78768,62033,2778,2537,76985,2752,57634693,9478697,2032632,387702
,188,570188,411.970000000000027,189.800000000000011,1.300000000000000,69677,56546,1023,1071,69626,1023,13224769,73510,194079,1392
,189,570189,191.289999999999992,368.300000000000011,98.500000000000000,89661,68865,4621,4222,86906,4568,33022202,6783239,1702007,415835
,190,570190,163.819999999999993,409.699999999999989,2.700000000000000,80303,63512,3631,3434,80240,3630,32900171,171484,1487660,9272
,191,570191,253.080000000000013,601.000000000000000,155.699999999999989,92559,71044,5381,4542,89786,5273,55627939,11061513,3234110,707231
,192,570192,368.829999999999984,548.799999999999955,20.300000000000001,80363,63801,2562,2502,80020,2561,44103077,1295166,1406048,50796
,193,570193,563.809999999999945,173.500000000000000,2066.699999999999818,115232,83147,3426,1194,87260,1480,19992736,171840875,594335,2467053
,194,570194,426.430000000000007,151.199999999999989,2129.699999999999818,110848,79723,5864,3253,83165,3541,16760289,169785060,886641,6926972
,195,570195,302.990000000000009,559.200000000000045,479.199999999999989,114259,83873,6588,3678,104276,5632,63893888,40191806,3683789,1762440
,196,570196,584.070000000000050,1659.799999999999955,926.200000000000045,103122,76807,3387,2426,96763,3155,171162047,71138245,5621929,2247419
,197,570197,214.800000000000011,209.000000000000000,134.500000000000000,112787,82198,8074,4521,104567,7119,23572505,11055574,1687504,608088
,198,570198,502.079999999999984,945.299999999999955,223.699999999999989,105912,78323,4853,3332,102627,4672,100118341,17520810,4587398,745382
,199,570199,276.519999999999982,440.199999999999989,474.800000000000011,111504,81168,7087,5598,99942,6520,49084278,38538651,3119881,2657817
,200,570200,548.960000000000036,474.300000000000011,1804.200000000000045,118681,84764,9021,5718,95456,6759,56290484,152931439,4278434,10317082
,201,570201,229.419999999999987,684.000000000000000,1103.500000000000000,96926,73255,5876,4858,85576,5387,66297050,80837038,4018864,5360509
,202,570202,135.710000000000008,164.300000000000011,0.000000000000000,88897,69357,2056,1931,88897,2056,14605712,0,337805,0
,203,570203,403.769999999999982,329.800000000000011,21.800000000000001,86193,67274,1630,1521,85505,1626,28426536,1466579,537630,33154
,204,570204,171.009999999999991,548.700000000000045,353.699999999999989,99470,74791,6262,4853,92830,5883,54579242,26453537,3436094,1716450
,205,570205,165.750000000000000,380.300000000000011,11.800000000000001,93242,70990,0,0,92854,0,35459788,837679,0,0
,206,570206,72.000000000000000,36.200000000000003,0.700000000000000,89523,68635,360,377,89295,360,3240731,48045,13015,264
,207,570207,272.879999999999995,1120.799999999999955,286.699999999999989,105197,77783,6690,5304,101703,6514,117904334,22300307,7498456,1520515
,208,570208,371.300000000000011,926.000000000000000,116.000000000000000,97599,73420,3854,4024,95985,3865,90377087,8516732,3568536,466785
,209,570209,249.460000000000008,1402.500000000000000,139.699999999999989,113030,82271,8938,6591,111375,8812,158524436,11493298,12535603,920815
,210,570210,147.909999999999997,631.200000000000045,1.700000000000000,110558,80873,5951,5488,110512,5950,69784241,137484,3756025,9329
,211,570211,466.089999999999975,254.000000000000000,86.700000000000003,124839,87964,6137,1330,118824,5353,31709204,7626452,1558879,115286
,212,570212,358.009999999999991,37.700000000000003,376.199999999999989,135148,94209,2682,602,100321,912,5095077,35441500,101108,226434
,213,570213,606.419999999999959,305.199999999999989,145.300000000000011,138962,96158,6407,1860,129813,5435,42411314,13971827,1955525,270263
,214,570214,494.790000000000020,337.300000000000011,832.299999999999955,112070,79976,6130,1827,93298,3613,37801295,66563883,2067814,1520710
,215,570215,692.169999999999959,0.000000000000000,5525.500000000000000,132396,91494,8978,4662,91494,4662,0,505547501,0,25760206
,216,570216,532.100000000000023,89.299999999999997,8211.799999999999272,134788,90793,6322,2846,91615,2911,12036596,745571765,564540,23367202
,217,570217,399.529999999999973,1253.200000000000045,156.699999999999989,120836,84256,13476,6166,118398,12989,151432015,13202937,16887929,966192
,218,570218,198.590000000000003,564.000000000000000,652.799999999999955,133319,91467,13690,5614,116665,10477,75191644,59709468,7721357,3665104
,219,570219,295.680000000000007,962.200000000000045,1164.500000000000000,130842,91776,18314,10588,114878,15157,125896414,106873510,17621955,12330060
,220,570220,269.519999999999982,795.000000000000000,1679.299999999999955,121144,86044,15852,10342,101954,12840,96309787,144494422,12602635,17366878
,221,570221,234.419999999999987,876.799999999999955,455.000000000000000,114973,81155,16213,10271,107242,14855,100807943,36925396,14215653,4673148
,222,570222,235.659999999999997,784.000000000000000,178.300000000000011,110356,80287,4330,3725,106900,4260,86519299,14315202,3394392,664124
,223,570223,64.480000000000004,121.200000000000003,1.700000000000000,105051,77207,2059,1900,104830,2058,12732183,131253,249576,3230
,224,570224,140.650000000000006,547.500000000000000,26.500000000000000,120678,86063,10606,8154,119747,10540,66071146,2280673,5806768,216084
,225,570225,155.770000000000010,562.000000000000000,16.300000000000001,113119,81600,7945,6512,112605,7921,63572708,1330086,4464973,106144
,226,570226,79.329999999999998,346.699999999999989,55.000000000000000,124456,86552,15155,8346,121308,14589,43148995,4760382,5254129,459056
,227,570227,172.810000000000002,543.299999999999955,1091.299999999999955,133147,91968,12101,8117,111148,9973,72338628,100364825,6574412,8858480
,228,570228,131.430000000000007,367.000000000000000,329.699999999999989,125592,88800,12648,9004,113118,11412,46092230,29277484,4641777,2968637
,229,570229,155.960000000000008,537.500000000000000,640.200000000000045,121022,85713,11823,8251,106729,10377,65049293,54873534,6355017,5282487
,230,570230,111.000000000000000,500.000000000000000,9.699999999999999,110991,79514,5218,4101,110646,5206,55495292,771288,2609073,39777
,231,570231,238.289999999999992,696.700000000000045,7.700000000000000,112593,79582,4598,3603,112386,4592,78443797,612779,3203750,27741
,232,570232,854.480000000000018,27.800000000000001,6.300000000000000,100277,74088,0,0,97276,0,2787692,466757,0,0
